title,price,area,bedrooms,bathrooms,location,purpose,type,is_furnished,is_verified,is_negotiable,is_sold,has_payment_plan,rental_frequency,is_monthly,is_yearly,dp_ratio,has_agency,agency_name,price_note,is_hot,is_off_plan,is_ready,has_video,property_id
Modern Apartment,71000.0,90,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1,1,Rawezh Properties,(Down payment),0,1,0,0,84038
Residential Plot Opposite Garden,220000.0,200,0,,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,0,0,47952
6-Floor Commercial Building in Zanko Street,600000.0,200,0,,"Zanko Street, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,1,0,80983
Apartment (1+1),43000.0,65,1,1.0,"Atlantic City, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.1395,1,The Atlantic,(Down payment),0,1,0,0,84059
House for sale in Sarbasti,250000.0,200,4,3.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84054
Residential Plot (width 150m),56000.0,150,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,84048
Corner House,800000.0,380,4,3.0,"Empire Royal Villa, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Business Day Real Estate Company,,0,0,1,0,82039
Cozy 1-Bedroom Apartment with Lovely Views,71000.0,90,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1,1,Rawezh Properties,(Down payment),0,1,0,0,84064
300m² Plot for Sale in Erbil,180000.0,300,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,84047
Cozy 1-Bedroom Apartment in Erbil,71100.0,90,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0999,1,Rawezh Properties,(Down payment),0,1,0,0,84033
Sunny 1BR Apartment in Great Location,71000.0,90,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1,1,Rawezh Properties,(Down payment),0,1,0,0,84036
Apartment in Installment,71000.0,90,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1,1,Rawezh Properties,(Down payment),0,1,0,0,84035
Modern Apartment with Negotiable Price,138000.0,170,2,2.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Genova Real Estate Company,(Negotiable),0,0,1,0,84034
Spacious Apartment in Floria City,56600.0,171,2,2.0,"Floria City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.8834,1,Business Day Real Estate Company,(Negotiable + Down payment),0,0,1,0,84019
Land for Sale in Erbil,150000.0,300,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,84018
Well-Located 1BR Apartment in Erbil,102500.0,97,1,1.0,"Boulevard, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,74211
Cozy 2 Bed Apartment for Sale,63000.0,120,2,2.0,"Lalav Sky View, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,MIRAN Real Estate,,0,1,0,0,84005
Internal View Apartment,50000.0,81,1,1.0,"Lalav Airport View, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,On Target Real Estate Company,,0,0,1,0,84013
Modern Two-Bedroom Apartment,60000.0,108,2,2.0,"Lalav Airport View, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,On Target Real Estate Company,,0,0,1,0,84012
Spacious Two Houses for Sale in Dream City,1450000.0,250,6,5.0,"Dream City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,1,0,0,84009
Modern Apartment in London Tower,178480.0,194,2,3.0,"London Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Jamana Real Estate Company,(Down payment),0,1,0,0,79084
Spacious House in Italian village 2,240000.0,240,4,3.0,"Italian village 2, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,77282
Apartment in Cash,64000.0,122,2,2.0,"Lalav Sky View, Erbil",For Sale,sale,0,0,1,1,0,,0,0,0.0,1,MIRAN Real Estate,(Negotiable),0,1,0,0,84003
New Office with City View,82368.0,90,1,1.0,"Phoenix Tower, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Jamana Real Estate Company,,0,0,1,0,69671
Cozy Home Perfect for Families,170000.0,253,5,3.0,"Sarbakhoyi, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Aziz Real Estate,(Negotiable),0,0,1,0,83997
Build Your Dream Home on This Plot,150000.0,400,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,83995
Two-story House with 3 Bedrooms,75000.0,125,3,2.0,"Qarabuy Karez, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Aziz Real Estate,(Negotiable),0,0,1,0,83994
Studio apartment in Empire Wings,72000.0,63,0,1.0,"Empire Wings, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,79514
External View Apartment,85000.0,94,1,1.0,"Empire Pearl Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,On Target Real Estate Company,,0,0,1,0,83987
Cozy Apartment with 2 Bedrooms,172500.0,168,2,2.0,"Empire Wings, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,79269
Prime Residential Land in Erbil,880000.0,600,0,,"Wazyiran, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Lata Domus,(Negotiable),0,0,0,0,77717
Residential Plot (400m²),137500.0,400,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,83981
Apartment in Installment,71100.0,90,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0999,1,Rawezh Properties,(Down payment),0,1,0,0,83980
Cozy 1 Bedroom Apartment in Empire Wings,102000.0,86,1,1.0,"Empire Wings, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,83979
Prime 200m² Plot for Sale,112500.0,200,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,83978
Modern Office with Central Location,190000.0,128,0,1.0,"Gulan Tower, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,53083
Cozy Studio Apartment in Erbil,54500.0,50,0,1.0,"Empire Pearl Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,34500
Spacious 5-Bedroom House in Andazyaran,235000.0,318,5,7.0,"Andazyaran, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,1,0,80065
Apartment (104m²),78520.0,104,1,1.0,"Vana Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Rawezh Properties,(Down payment),0,1,0,0,83977
Modern Apartment in Vana Towers,79560.0,104,1,1.0,"Vana Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Rawezh Properties,(Down payment),0,1,0,0,83975
Garden View Apartment,73500.0,63,0,1.0,"Empire Wings, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,75818
Luxurious 6-Bedroom House in Erbil Garden,900000.0,455,6,6.0,"Erbil Garden, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,1,0,0,74893
Modern House in Sarbasti with 4 Bedrooms,280000.0,250,4,3.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Key Finder Real Estate Company,,0,0,1,1,83970
Modern Apartment with City Views,70301.0,84,1,1.0,"Unique Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.4,1,Rawezh Properties,(Down + Second payment),0,1,0,0,83968
Beautiful Land Plot in Erbil,69500.0,200,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,83969
VIP Apartment,850000.0,147,2,2.0,"Florence Tower, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Genova Real Estate Company,(Negotiable),0,0,1,0,83962
Elegant 2 Bedroom Apartment,65000.0,105,2,2.0,"Atlantic City, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.1846,1,The Atlantic,(Down payment),0,0,0,0,83990
Commercial Office,89928.0,99,0,1.0,"Aram Tower, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.199,1,Jamana Real Estate Company,(Down payment),0,1,0,0,80518
Spacious House in Mirage City,180000.0,240,4,3.0,"Mirage City, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,,0,1,0,0,83630
3-Bedroom Apartment in Unique Towers,152056.0,183,3,3.0,"Unique Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.4,1,Rawezh Properties,(Down + Second payment),0,1,0,0,83964
Spacious Apartment with 3 Bedrooms,76500.0,150,3,2.0,"New Eskan, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Dyar Real Estate Company,(Negotiable),0,0,1,0,83957
Family Home,182500.0,250,5,3.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Key Finder Real Estate Company,(Negotiable),0,0,1,0,83953
Furnished Apartment in Rami Towers,137500.0,165,2,2.0,"Rami Towers, Erbil",For Sale,sale,1,0,0,1,0,,0,0,0.0,1,Taj Almustaqbal Real Estate Company,,0,0,1,0,83944
Spacious apartment in Rami Towers,165000.0,225,3,3.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Dyar Real Estate Company,(Negotiable),0,0,1,0,83951
Investment Opportunity: Commercial Building in Erbil,1300000.0,476,0,,"Bahrka Road, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,83940
Large Plot for Commercial,455000.0,650,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Key Finder Real Estate Company,,0,0,0,0,83943
House for sale in Sarbasti,220000.0,250,5,3.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,83933
Modern one bedroom apartment for sale,72000.0,63,0,1.0,"Empire Wings, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Million House Real Estate Company,,0,0,1,0,83926
Market and Monthly Income of $3200,580000.0,230,0,,"New Langa Bazar, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Omer Faqe Real Estate,,0,0,1,0,83924
Garden View Apartment,51500.0,75,1,1.0,"Lalav Sun Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,83922
Cozy 2-Bedroom Apartment in Empire Pearl Towers,135000.0,129,2,2.0,"Empire Pearl Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,83893
House for sale in Lana City project,230000.0,300,5,3.0,"Lana City, Erbil",For Sale,sale,0,0,1,1,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,83921
Studio Apartment,77500.0,73,0,1.0,"Boulevard, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Golden Properties Company,,0,0,1,0,83936
Modern 3 BR Apartment for Sale,235000.0,195,3,2.0,"Boulevard, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Adam Real Estate,,0,0,1,0,83907
Modern home with four bedrooms,290000.0,200,4,4.0,"Bakhtyari, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,1,0,83915
Sleek one-bedroom apartment for sale,60000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,1,0,,0,0,0.0,1,Taj Almustaqbal Real Estate Company,(Negotiable),0,0,1,0,83912
Modern Apartment with 2 Bedrooms,80000.0,160,2,2.0,"Roya Tower, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,1,0,83914
Furnished Apartment For Sale,177500.0,150,2,2.0,"Empire Square, Erbil",For Sale,sale,1,0,0,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,,0,0,1,0,83913
Studio Apartment,60000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,1,0,,0,0,0.0,1,Taj Almustaqbal Real Estate Company,(Negotiable),0,0,1,0,83911
New Apartment,227500.0,220,2,2.0,"Boulevard, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Adam Real Estate,,0,0,1,0,83906
House (100m²),95000.0,100,3,2.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Aziz Real Estate,(Negotiable),0,0,1,1,83895
Apartment (2+1),146000.0,146,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kalen House Real Estate,,0,0,1,0,83891
Spacious 4-Bedroom Home in Beverly Hills,666000.0,320,4,4.0,"Beverly Hills, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.2147,1,Jamana Real Estate Company,(Down payment),0,1,0,0,83901
Furnished Apartment For Sale,200000.0,194,2,2.0,"Empire Wings, Erbil",For Sale,sale,1,0,1,1,0,,0,0,0.0,1,Golden Properties Company,(Negotiable),0,0,1,0,83898
Spacious 4 Bedroom Apartment in Erbil,250000.0,200,4,3.0,"Nusaran, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Dyar Real Estate Company,(Negotiable),0,0,1,0,77810
Apartment for sale in Cihan City,132500.0,204,3,2.0,"Cihan city, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,83034
New house for sale in Bakhtyari,122500.0,100,3,2.0,"Bakhtyari, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,83825
Internal View Apartment,147500.0,148,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Million House Real Estate Company,,0,0,1,0,83884
Plat for Sale and has a warehouse license,850000.0,10000,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Key Finder Real Estate Company,,0,1,0,0,83889
Plat for Sale and has a warehouse license,640000.0,8000,0,,"Qoritan, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Key Finder Real Estate Company,,0,1,0,0,83887
"Commercial Plot in Erbil, 300m²",300000.0,300,0,,"Nawroz (Hay Askari), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Dyar Real Estate Company,(Negotiable),0,0,0,0,83880
Cozy apartment in Empire Pearl Towers,52500.0,45,0,1.0,"Empire Pearl Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,83876
One-Bedroom Apartment in Ganjan Life,82500.0,103,1,1.0,"Ganjan Life, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Divine Real Estate Company,(Negotiable),0,0,1,0,83873
Furnished House For Sale,780000.0,400,7,6.0,"Khanzad (Dolarawa), Erbil",For Sale,sale,1,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,1,83868
Cozy Apartment in Eskan Towers,47500.0,80,1,1.0,"Eskan Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,83877
Cozy apartment in Cavalli Tower,90000.0,99,1,1.0,"Cavalli Tower, Erbil",For Sale,sale,0,0,1,1,0,,0,0,0.0,1,Taj Almustaqbal Real Estate Company,(Negotiable),0,0,1,0,83865
Spacious Apartment with 2 Bedrooms,155000.0,150,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,83855
Corner House,185000.0,220,5,3.0,"Sarwaran, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Dyar Real Estate Company,(Negotiable),0,0,1,0,83848
Spacious Apartment with Modern Design,182500.0,168,2,2.0,"Boulevard, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sirius Real Estate Company,,0,0,1,0,83813
Apartment Opposite Garden,170000.0,168,2,2.0,"Boulevard, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Adam Real Estate,,0,0,1,0,83843
Spacious House in Prime Location,220000.0,150,4,3.0,"Rasty (Adala), Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sirius Real Estate Company,,0,0,1,0,83814
Corner House,101000.0,100,3,2.0,"Komari, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sirius Real Estate Company,,0,0,1,0,83805
Corner House,2000000.0,500,7,3.0,"Empire Royal Villa, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Golden Properties Company,,0,0,1,0,83836
Large 5 Bedroom House,310000.0,300,5,4.0,"Mamostayani Zanko, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sirius Real Estate Company,,0,1,0,0,83804
Ideal for building your home,69500.0,300,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Baghi Haji Pusho,,0,0,0,0,83810
Modern Home with 4 Bedrooms,180000.0,140,4,3.0,"Rasty (Adala), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,83816
Corner House,365000.0,320,4,4.0,"Mass Village, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,MIRAN Real Estate,(Negotiable),0,0,1,0,83821
"Residential Plot in Erbil, Aras",62000.0,200,0,,"Aras, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Kryar Company Real Estate,(Negotiable),0,0,0,0,83812
Modern one-bedroom apartment in Vana Towers,78520.0,104,1,1.0,"Vana Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Rawezh Properties,(Down payment),0,1,0,0,83819
Family home with spacious rooms,190000.0,176,5,3.0,"Rasty (Adala), Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sirius Real Estate Company,,0,0,1,0,83818
Apartment in Installment,89225.0,107,2,2.0,"Unique Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.18,1,Rawezh Properties,(Down payment),0,1,0,0,83815
Spacious 6-Bedroom House on Andaziyaran,350000.0,306,6,4.0,"Andazyaran, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,83803
Plot for Sale in Erbil,62000.0,200,0,,"Aras, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Kryar Company Real Estate,(Negotiable),0,0,0,0,83811
Residential Plot Opposite Garden,130000.0,300,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,1,1,0,,0,0,0.0,1,Key Finder Real Estate Company,(Negotiable),0,0,0,0,83799
Spacious Apartment in Empire Square,146500.0,148,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Million House Real Estate Company,,0,0,1,0,83795
Bright and Specious Apartment in Erbil,95000.0,198,3,2.0,"Lalav City View, Erbil",For Sale,sale,0,0,1,1,0,,0,0,0.0,1,Mulkdar Real Estate Company,(Negotiable),0,0,1,0,71028
Spacious 3 Bedroom Apartment,220000.0,195,3,2.0,"Boulevard, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Million House Real Estate Company,(Negotiable),0,0,1,0,83794
Prime Commercial Plot in Erbil,380000.0,250,0,,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,1,1,0,,0,0,0.0,1,Mulkdar Real Estate Company,(Negotiable),0,0,0,0,77030
Luxurious 4-Bedroom Apartment for Sale,350000.0,298,4,3.0,"Boulevard, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sirius Real Estate Company,,0,0,1,0,83785
Twin House,150000.0,150,5,4.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Omer Faqe Real Estate,,0,0,1,0,83491
Residential Plot (300m²),46000.0,300,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,83786
Spacious 4-Bedroom Apartment with Stunning Views,350000.0,298,4,4.0,"Boulevard, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sirius Real Estate Company,,0,0,1,0,83783
Residential Plot Opposite Garden,106000.0,300,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,83771
Spacious Apartment with 2 Bedrooms,125250.0,167,2,2.0,"Vana Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Rawezh Properties,(Down payment),0,1,0,0,83757
Luxurious Apartment in Cavalli Tower,258500.0,235,4,3.0,"Cavalli Tower, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.75,1,MIRAN Real Estate,(Down payment),0,0,1,0,83775
Residential Plot in Cash,47000.0,300,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,83770
Elegant 3-bedroom apartment with premium features,260000.0,235,3,2.0,"Boulevard, Erbil",For Sale,sale,0,0,1,1,0,,0,0,0.0,1,Mulkdar Real Estate Company,(Negotiable),0,0,1,1,79048
Spacious Apartment with Great Views,280000.0,225,3,2.0,"Boulevard, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Golden Properties Company,,0,0,1,0,83751
Build Your Dream Home,48500.0,300,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,83749
VIP Apartment,65000.0,80,1,1.0,"Lalav Airport View, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Remal Real Estate Company,(Negotiable),0,0,1,0,83748
Furnished Apartment For Sale,75000.0,93,2,1.0,"Life Towers, Erbil",For Sale,sale,1,0,1,0,0,,0,0,0.0,1,Zahrat AlMadain Company,(Negotiable),0,0,1,0,73473
Quick Sale,56000.0,200,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,83746
Apartment in Installment,128440.0,169,2,2.0,"Vana Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.25,1,Rawezh Properties,(Down payment),0,1,0,0,83745
Furnished 2 Bedroom Apartment in Erbil,74000.0,89,2,1.0,"Life Towers, Erbil",For Sale,sale,1,0,1,0,0,,0,0,0.0,1,Zahrat AlMadain Company,(Negotiable),0,0,1,0,83754
New Residential Plot,45500.0,300,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,83739
Spacious 3 Bedroom Apartment in Erbil,75000.0,116,3,2.0,"Life Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,,0,0,1,0,83735
Bright and spacious House for sale,235000.0,200,4,4.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Lata Domus,(Negotiable),0,0,1,0,70940
Modern 3-Bedroom Apartment in MRF Quattro Towers,137500.0,209,3,2.0,"MRF Quattro Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Lata Domus,(Negotiable),0,0,1,0,81019
Spacious Apartment in Erbil with 3 Bedrooms,287500.0,225,3,2.0,"Boulevard, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Kryar Company Real Estate,(Negotiable),0,0,1,0,80887
Spacious Commercial Building in Prime Location,880000.0,200,5,5.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Lata Domus,(Negotiable),0,0,1,0,73022
Spacious Apartment with Stunning Views,147500.0,146,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Lata Domus,(Negotiable),0,0,1,0,78136
Spacious 4 Bedroom House For Sale,145000.0,200,4,3.0,"Diyari City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Taj Almustaqbal Real Estate Company,(Negotiable),0,0,1,0,58137
VIP House,185000.0,230,5,3.0,"Hawari Shar, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Aziz Real Estate,(Negotiable),0,0,1,0,83730
Furnished Apartment For Sale,108900.0,99,1,1.0,"Cavalli Tower, Erbil",For Sale,sale,1,0,0,0,0,,0,0,0.0,1,Million House Real Estate Company,,0,0,1,0,83718
Quick Sale,62500.0,97,2,2.0,"Lalav Airport View, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,MIRAN Real Estate,(Negotiable),0,0,1,0,80614
Spacious 3 Bedroom Apartment with View,300000.0,225,3,2.0,"Boulevard, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Golden Properties Company,,0,0,1,0,83716
Modern Apartment,64500.0,80,1,1.0,"Lalav Airport View, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Remal Real Estate Company,,0,0,1,0,83715
Furnished Apartment For Sale,80000.0,63,0,1.0,"Empire Wings, Erbil",For Sale,sale,1,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,75264
Prime Location Residential Plot for Sale,59000.0,300,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,83714
Modern 3 Bedroom Apartment,155000.0,178,3,2.0,"Sky Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,83729
Modern one-bedroom apartment for Sale,102500.0,97,1,1.0,"Boulevard, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,80993
Spacious residential plot in Gird Jutyar,65000.0,250,0,,"Gird Jutyar, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Key Finder Real Estate Company,(Negotiable),0,0,0,0,83706
